source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,access_patterns,usage_frequency,temporal_patterns,country,region,city,application_data,behavioral_pattern,network_context
34.117.59.81,192.168.1.239,443,61690,TCP,66,0.168442964553833,52,0.8404591083526611,3,206,inbound,0.8404591083526611,3,68.66666666666667,14.222222222222221,0.9182958340544896,34.117.59.81->192.168.1.239:61690,3.569477646426058,2024-08-27 23:38:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,1466,0.17450499534606934,1452,1.0149641036987305,4,1672,inbound,1.0149641036987305,4,418.0,366112.0,1.5,34.117.59.81->192.168.1.239:61690,3.9410260771028325,2024-08-27 23:38:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,714,0.1574859619140625,700,1.172450065612793,5,2386,inbound,1.172450065612793,5,477.2,306908.16000000003,1.9219280948873623,34.117.59.81->192.168.1.239:61690,4.264573943613282,2024-08-27 23:38:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,1270,0.18421101570129395,1256,1.356661081314087,6,3656,inbound,1.356661081314087,6,609.3333333333334,343052.88888888893,2.2516291673878226,34.117.59.81->192.168.1.239:61690,4.422622630398072,2024-08-27 23:38:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,66,1.1231167316436768,52,2.2333226203918457,4,793,outbound,2.2333226203918457,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,1.791053367514893,2024-08-27 23:38:09,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,146,0.15456008911132812,132,2.387882709503174,5,939,outbound,2.387882709503174,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,2.093905190611438,2024-08-27 23:38:09,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,246,0.24413204193115234,232,2.632014751434326,6,1185,outbound,2.632014751434326,6,197.5,33746.583333333336,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.2796224818763946,2024-08-27 23:38:10,US,Missouri,Kansas City,Unknown,Normal,Normal
23.222.241.38,192.168.1.239,443,53878,TCP,291,6.176091909408569,277,11.202989101409912,8,3901,inbound,11.202989101409912,8,487.625,360375.734375,2.0,23.222.241.38->192.168.1.239:53878,0.7140951336811698,2024-08-27 23:38:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
23.222.241.38,192.168.1.239,443,53878,TCP,1417,0.21131205558776855,1403,11.41430115699768,9,5318,inbound,11.41430115699768,9,590.8888888888889,405641.43209876545,2.2810361125534233,23.222.241.38->192.168.1.239:53878,0.788484540245588,2024-08-27 23:38:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,23.222.241.38,53878,443,TCP,66,6.4345338344573975,52,13.147175788879395,7,837,outbound,13.147175788879395,7,119.57142857142857,2152.8163265306116,1.8423709931771086,192.168.1.239->23.222.241.38:443,0.5324337418475066,2024-08-27 23:38:10,US,Texas,Dallas,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,66,1.499220848083496,52,2.855881929397583,7,3722,inbound,2.855881929397583,7,531.7142857142857,330193.63265306124,2.1280852788913944,34.117.59.81->192.168.1.239:61690,2.451081722932633,2024-08-27 23:38:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,1328,0.18296027183532715,1314,3.03884220123291,8,5050,inbound,3.03884220123291,8,631.25,358270.9375,2.4056390622295662,34.117.59.81->192.168.1.239:61690,2.6325815788507425,2024-08-27 23:38:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,66,1.2302992343902588,52,3.862313985824585,7,1251,outbound,3.862313985824585,7,178.71428571428572,31043.061224489797,2.1280852788913944,192.168.1.239->34.117.59.81:443,1.8123850172956704,2024-08-27 23:38:11,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,66,0.2467508316040039,52,4.109064817428589,8,1317,outbound,4.109064817428589,8,164.625,28552.234375,2.0,192.168.1.239->34.117.59.81:443,1.9469150172730347,2024-08-27 23:38:11,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:11,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61690,TCP,66,0.9210538864135742,52,3.9598960876464844,9,5116,inbound,3.9598960876464844,9,568.4444444444445,350019.35802469135,2.2810361125534233,34.117.59.81->192.168.1.239:61690,2.2727869117770307,2024-08-27 23:38:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61690,443,TCP,66,0.7474019527435303,52,4.856466770172119,9,1383,outbound,4.856466770172119,9,153.66666666666666,26340.444444444445,1.8799649487271108,192.168.1.239->34.117.59.81:443,1.8531991313678913,2024-08-27 23:38:12,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61691,0,2024-08-27 23:38:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,66,1.013458013534546,52,1.013458013534546,2,144,outbound,1.013458013534546,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,1.9734413989433868,2024-08-27 23:38:12,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,583,0.1829218864440918,569,1.1963798999786377,3,727,outbound,1.1963798999786377,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,2.5075646958408173,2024-08-27 23:38:12,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,66,0.6204578876495361,52,0.6204578876495361,2,140,inbound,0.6204578876495361,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61691,3.223425859854157,2024-08-27 23:38:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,66,0.13337206840515137,52,0.7538299560546875,3,206,inbound,0.7538299560546875,3,68.66666666666667,14.222222222222221,0.9182958340544896,34.117.59.81->192.168.1.239:61691,3.979677347529502,2024-08-27 23:38:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,1466,0.16938495635986328,1452,0.9232149124145508,4,1672,inbound,0.9232149124145508,4,418.0,366112.0,1.5,34.117.59.81->192.168.1.239:61691,4.332685646875558,2024-08-27 23:38:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,714,0.1714470386505127,700,1.0946619510650635,5,2386,inbound,1.0946619510650635,5,477.2,306908.16000000003,1.9219280948873623,34.117.59.81->192.168.1.239:61691,4.567620163590408,2024-08-27 23:38:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,1270,0.23341012001037598,1256,1.3280720710754395,6,3656,inbound,1.3280720710754395,6,609.3333333333334,343052.88888888893,2.2516291673878226,34.117.59.81->192.168.1.239:61691,4.517827104926129,2024-08-27 23:38:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,66,1.1612541675567627,52,2.3576340675354004,4,793,outbound,2.3576340675354004,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,1.6966161352518456,2024-08-27 23:38:14,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,146,0.16677188873291016,132,2.5244059562683105,5,939,outbound,2.5244059562683105,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,1.9806640004095153,2024-08-27 23:38:14,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,246,0.13808202743530273,232,2.6624879837036133,6,1185,outbound,2.6624879837036133,6,197.5,33746.583333333336,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.2535312973145483,2024-08-27 23:38:14,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,66,0.841620922088623,52,2.1696929931640625,7,3722,inbound,2.1696929931640625,7,531.7142857142857,330193.63265306124,2.1280852788913944,34.117.59.81->192.168.1.239:61691,3.2262628962044544,2024-08-27 23:38:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,1393,0.2034461498260498,1379,2.3731391429901123,8,5115,inbound,2.3731391429901123,8,639.375,370055.234375,2.4056390622295662,34.117.59.81->192.168.1.239:61691,3.371062343154538,2024-08-27 23:38:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,66,0.7195930480957031,52,3.3820810317993164,7,1251,outbound,3.3820810317993164,7,178.71428571428572,31043.061224489797,2.1280852788913944,192.168.1.239->34.117.59.81:443,2.069731604353636,2024-08-27 23:38:15,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,66,0.1801910400390625,52,3.562272071838379,8,1317,outbound,3.562272071838379,8,164.625,28552.234375,2.0,192.168.1.239->34.117.59.81:443,2.245757718295629,2024-08-27 23:38:15,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61692,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:15,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61692,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61692,0,2024-08-27 23:38:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61692,443,TCP,66,0.466782808303833,52,0.466782808303833,2,144,outbound,0.466782808303833,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,4.28464794422802,2024-08-27 23:38:15,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61692,443,TCP,583,0.1778240203857422,569,0.6446068286895752,3,727,outbound,0.6446068286895752,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,4.6539997196410665,2024-08-27 23:38:16,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61691,TCP,66,1.395277738571167,52,3.7684168815612793,9,5181,inbound,3.7684168815612793,9,575.6666666666666,361408.0,2.2810361125534233,34.117.59.81->192.168.1.239:61691,2.3882707998779695,2024-08-27 23:38:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61692,TCP,66,0.7706520557403564,52,0.7706520557403564,2,140,inbound,0.7706520557403564,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61692,2.5952049113508475,2024-08-27 23:38:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61691,443,TCP,66,1.4296717643737793,52,4.991943836212158,9,1383,outbound,4.991943836212158,9,153.66666666666666,26340.444444444445,1.8799649487271108,192.168.1.239->34.117.59.81:443,1.8029048994327466,2024-08-27 23:38:16,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61692,TCP,66,0.40720701217651367,52,1.1778590679168701,3,206,inbound,1.1778590679168701,3,68.66666666666667,14.222222222222221,0.9182958340544896,34.117.59.81->192.168.1.239:61692,2.546994017973406,2024-08-27 23:38:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61692,TCP,1466,0.22116875648498535,1452,1.3990278244018555,4,1672,inbound,1.3990278244018555,4,418.0,366112.0,1.5,34.117.59.81->192.168.1.239:61692,2.8591282676669936,2024-08-27 23:38:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61692,443,TCP,66,1.1607182025909424,52,1.8053250312805176,4,793,outbound,1.8053250312805176,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,2.2156675006953175,2024-08-27 23:38:17,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61692,TCP,66,0.3282632827758789,52,1.7272911071777344,5,1738,inbound,1.7272911071777344,5,347.6,312714.2400000001,1.3709505944546687,34.117.59.81->192.168.1.239:61692,2.8947060395451403,2024-08-27 23:38:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61731,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:17,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61731,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61731,0,2024-08-27 23:38:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61731,443,TCP,66,0.4709451198577881,52,0.4709451198577881,2,144,outbound,0.4709451198577881,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,4.246779328776021,2024-08-27 23:38:18,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61731,TCP,66,0.4092271327972412,52,0.4092271327972412,2,140,inbound,0.4092271327972412,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61731,4.887261473424674,2024-08-27 23:38:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
17.36.206.4,192.168.1.239,443,53880,TCP,78,0.0,64,0.0,1,78,inbound,0.0,1,78.0,0.0,-0.0,17.36.206.4->192.168.1.239:53880,0,2024-08-27 23:38:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,17.36.206.4,53880,443,TCP,54,0.0,40,0.0,1,54,outbound,0.0,1,54.0,0.0,-0.0,192.168.1.239->17.36.206.4:443,0,2024-08-27 23:38:18,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:18,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61751,TCP,66,0.0,52,0.0,1,66,inbound,0.0,1,66.0,0.0,-0.0,34.117.59.81->192.168.1.239:61751,0,2024-08-27 23:38:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61751,443,TCP,66,0.0,52,0.0,1,66,outbound,0.0,1,66.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:19,US,Missouri,Kansas City,Unknown,Normal,Normal
17.36.206.4,192.168.1.239,443,53879,TCP,60,0.0,46,0.0,1,60,inbound,0.0,1,60.0,0.0,-0.0,17.36.206.4->192.168.1.239:53879,0,2024-08-27 23:38:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61752,0,2024-08-27 23:38:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,0.8062410354614258,52,0.8062410354614258,2,144,outbound,0.8062410354614258,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,2.4806477368835056,2024-08-27 23:38:19,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,583,0.15658879280090332,569,0.9628298282623291,3,727,outbound,0.9628298282623291,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,3.1158153932707524,2024-08-27 23:38:19,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,66,0.5152609348297119,52,0.5152609348297119,2,140,inbound,0.5152609348297119,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61752,3.881528493249693,2024-08-27 23:38:20,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,1466,0.12750697135925293,1452,0.6427679061889648,3,1606,inbound,0.6427679061889648,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61752,4.667314548710591,2024-08-27 23:38:20,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,0.5362222194671631,52,1.4990520477294922,4,793,outbound,1.4990520477294922,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,2.668352980844472,2024-08-27 23:38:20,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,714,0.35122179985046387,700,0.9939897060394287,4,2320,inbound,0.9939897060394287,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61752,4.0241865440821085,2024-08-27 23:38:20,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,1270,0.1389310359954834,1256,1.132920742034912,5,3590,inbound,1.132920742034912,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61752,4.4133713987963334,2024-08-27 23:38:20,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,0.42697763442993164,52,1.9260296821594238,5,859,outbound,1.9260296821594238,5,171.8,42292.96000000001,1.3709505944546687,192.168.1.239->34.117.59.81:443,2.5960139899786516,2024-08-27 23:38:20,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,146,0.22342920303344727,132,2.149458885192871,6,1005,outbound,2.149458885192871,6,167.5,35336.583333333336,1.7924812503605778,192.168.1.239->34.117.59.81:443,2.7914002176699553,2024-08-27 23:38:21,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,245,0.19358491897583008,231,2.343043804168701,7,1250,outbound,2.343043804168701,7,178.57142857142858,31023.959183673473,2.1280852788913944,192.168.1.239->34.117.59.81:443,2.9875668510958806,2024-08-27 23:38:21,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,66,0.7834620475769043,52,1.9163827896118164,6,3656,inbound,1.9163827896118164,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61752,3.1308984992582634,2024-08-27 23:38:21,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,1466,0.20224809646606445,1452,2.118630886077881,7,5122,inbound,2.118630886077881,7,731.7142857142857,383907.91836734687,2.2359263506290326,34.117.59.81->192.168.1.239:61752,3.304020556860078,2024-08-27 23:38:21,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,189,0.13716697692871094,175,2.255797863006592,8,5311,inbound,2.255797863006592,8,663.875,368134.609375,2.5,34.117.59.81->192.168.1.239:61752,3.5464170487941553,2024-08-27 23:38:21,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,0.7797749042510986,52,3.1228187084198,8,1316,outbound,3.1228187084198,8,164.5,28532.0,2.0,192.168.1.239->34.117.59.81:443,2.561788162223525,2024-08-27 23:38:22,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,0.23032021522521973,52,3.3531389236450195,9,1382,outbound,3.3531389236450195,9,153.55555555555554,26320.02469135802,1.8799649487271108,192.168.1.239->34.117.59.81:443,2.684052228356998,2024-08-27 23:38:22,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:38:22,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.18,224.0.0.251,5353,5353,UDP,394,0.0,380,0.0,1,394,outbound,0.0,1,394.0,0.0,-0.0,192.168.1.18->224.0.0.251:5353,0,2024-08-27 23:38:22,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61753,0,2024-08-27 23:38:22,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,66,0.5715367794036865,52,0.5715367794036865,2,144,outbound,0.5715367794036865,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,3.499337351634136,2024-08-27 23:38:23,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,583,0.18027400970458984,569,0.7518107891082764,3,727,outbound,0.7518107891082764,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,3.99036571895743,2024-08-27 23:38:23,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61752,TCP,66,1.5703959465026855,52,3.8261938095092773,9,5377,inbound,3.8261938095092773,9,597.4444444444445,362534.91358024697,2.4193819456463714,34.117.59.81->192.168.1.239:61752,2.352207036045119,2024-08-27 23:38:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61752,443,TCP,66,1.3439970016479492,52,4.697135925292969,10,1448,outbound,4.697135925292969,10,144.8,24377.96,1.7709505944546688,192.168.1.239->34.117.59.81:443,2.1289569131164288,2024-08-27 23:38:23,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,66,0.8789880275726318,52,0.8789880275726318,2,140,inbound,0.8789880275726318,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61753,2.275343846858867,2024-08-27 23:38:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,1466,0.2192859649658203,1452,1.0982739925384521,3,1606,inbound,1.0982739925384521,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61753,2.731558809897764,2024-08-27 23:38:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,714,0.1824650764465332,700,1.2807390689849854,4,2320,inbound,1.2807390689849854,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61753,3.1231966735972927,2024-08-27 23:38:24,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,1270,0.20567607879638672,1256,1.486415147781372,5,3590,inbound,1.486415147781372,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61753,3.363797797313231,2024-08-27 23:38:24,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,66,1.349661111831665,52,2.1014719009399414,4,793,outbound,2.1014719009399414,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,1.903427782313382,2024-08-27 23:38:24,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,146,0.22816896438598633,132,2.3296408653259277,5,939,outbound,2.3296408653259277,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,2.146253559687826,2024-08-27 23:38:24,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61753,443,TCP,246,0.25419187545776367,232,2.5838327407836914,6,1185,outbound,2.5838327407836914,6,197.5,33746.583333333336,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.322131732946524,2024-08-27 23:38:25,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,3.162.163.110,53818,443,TCP,90,0.0,76,0.0,1,90,outbound,0.0,1,90.0,0.0,-0.0,192.168.1.239->3.162.163.110:443,0,2024-08-27 23:38:25,US,Illinois,Chicago,Unknown,Normal,Normal
192.168.1.239,34.202.248.214,53849,443,TCP,97,0.0,83,0.0,1,97,outbound,0.0,1,97.0,0.0,-0.0,192.168.1.239->34.202.248.214:443,0,2024-08-27 23:38:25,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,18.232.116.75,53866,443,TCP,97,0.0,83,0.0,1,97,outbound,0.0,1,97.0,0.0,-0.0,192.168.1.239->18.232.116.75:443,0,2024-08-27 23:38:25,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,162.159.128.61,53845,443,TCP,90,0.0,76,0.0,1,90,outbound,0.0,1,90.0,0.0,-0.0,192.168.1.239->162.159.128.61:443,0,2024-08-27 23:38:26,US,California,San Francisco,Unknown,Normal,Normal
192.168.1.239,54.159.173.230,53856,443,TCP,97,0.0,83,0.0,1,97,outbound,0.0,1,97.0,0.0,-0.0,192.168.1.239->54.159.173.230:443,0,2024-08-27 23:38:26,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,3.162.163.110,53818,443,TCP,66,1.7706530094146729,52,1.7706530094146729,2,156,outbound,1.7706530094146729,2,78.0,144.0,1.0,192.168.1.239->3.162.163.110:443,1.1295267843930317,2024-08-27 23:38:27,US,Illinois,Chicago,Unknown,Normal,Normal
192.168.1.239,34.202.248.214,53849,443,TCP,66,1.6695749759674072,52,1.6695749759674072,2,163,outbound,1.6695749759674072,2,81.5,240.25,1.0,192.168.1.239->34.202.248.214:443,1.1979096649080605,2024-08-27 23:38:27,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,18.232.116.75,53866,443,TCP,66,1.6884419918060303,52,1.6884419918060303,2,163,outbound,1.6884419918060303,2,81.5,240.25,1.0,192.168.1.239->18.232.116.75:443,1.1845239633377715,2024-08-27 23:38:27,US,Virginia,Ashburn,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,66,3.383429765701294,52,4.869844913482666,6,3656,inbound,4.869844913482666,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61753,1.232072089891073,2024-08-27 23:38:27,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,162.159.128.61,53845,443,TCP,66,1.5244648456573486,52,1.5244648456573486,2,156,outbound,1.5244648456573486,2,78.0,144.0,1.0,192.168.1.239->162.159.128.61:443,1.3119357955004864,2024-08-27 23:38:27,US,California,San Francisco,Unknown,Normal,Normal
192.168.1.239,54.159.173.230,53856,443,TCP,66,1.4714961051940918,52,1.4714961051940918,2,163,outbound,1.4714961051940918,2,81.5,240.25,1.0,192.168.1.239->54.159.173.230:443,1.3591609199238743,2024-08-27 23:38:28,US,Virginia,Ashburn,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61753,TCP,1284,0.5642361640930176,1270,5.434081077575684,7,4940,inbound,5.434081077575684,7,705.7142857142857,349781.06122448976,2.5216406363433186,34.117.59.81->192.168.1.239:61753,1.2881662787267287,2024-08-27 23:38:28,Unknown,Unknown,Unknown,Unknown,Normal,Normal
